RunTime,ExecutableName
2024-02-05 03:35:10,\VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\MICROSOFT.NET\FRAMEWORK\V4.0.30319\MSCORSVW.EXE
2024-02-05 03:35:10,\VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\MICROSOFT.NET\FRAMEWORK\V4.0.30319\MSCORSVW.EXE
2024-02-12 04:40:16,\VOLUME{01da548a92ca424f-2492e71d}\PROGRAM FILES (X86)\MICROSOFT\EDGE\APPLICATION\MSEDGE.EXE
2024-02-11 03:55:03,\VOLUME{01da548a92ca424f-2492e71d}\PROGRAM FILES (X86)\MICROSOFT\EDGE\APPLICATION\MSEDGE.EXE
2024-02-11 03:54:45,\VOLUME{01da548a92ca424f-2492e71d}\PROGRAM FILES (X86)\MICROSOFT\EDGE\APPLICATION\MSEDGE.EXE
2024-02-11 03:49:15,\VOLUME{01da548a92ca424f-2492e71d}\PROGRAM FILES (X86)\MICROSOFT\EDGE\APPLICATION\MSEDGE.EXE
2024-02-04 19:02:07,\VOLUME{01da548a92ca424f-2492e71d}\PROGRAM FILES (X86)\MICROSOFT\EDGE\APPLICATION\MSEDGE.EXE
2024-02-05 03:40:31,\VOLUME{01da548a92ca424f-2492e71d}\PROGRAM FILES (X86)\MICROSOFT\EDGE\APPLICATION\MSEDGE.EXE
2024-02-05 03:40:03,\VOLUME{01da548a92ca424f-2492e71d}\PROGRAM FILES (X86)\MICROSOFT\EDGE\APPLICATION\MSEDGE.EXE
2024-02-05 03:36:08,\VOLUME{01da548a92ca424f-2492e71d}\PROGRAM FILES (X86)\MICROSOFT\EDGE\APPLICATION\MSEDGE.EXE
2024-02-12 04:40:27,\VOLUME{01da548a92ca424f-2492e71d}\PROGRAM FILES (X86)\MICROSOFT\EDGE\APPLICATION\MSEDGE.EXE
2024-02-11 03:54:48,\VOLUME{01da548a92ca424f-2492e71d}\PROGRAM FILES (X86)\MICROSOFT\EDGE\APPLICATION\MSEDGE.EXE
2024-02-11 03:46:05,\VOLUME{01da548a92ca424f-2492e71d}\PROGRAM FILES (X86)\MICROSOFT\EDGE\APPLICATION\MSEDGE.EXE
2024-02-11 03:46:04,\VOLUME{01da548a92ca424f-2492e71d}\PROGRAM FILES (X86)\MICROSOFT\EDGE\APPLICATION\MSEDGE.EXE
2024-02-11 03:46:02,\VOLUME{01da548a92ca424f-2492e71d}\PROGRAM FILES (X86)\MICROSOFT\EDGE\APPLICATION\MSEDGE.EXE
2024-02-11 03:45:48,\VOLUME{01da548a92ca424f-2492e71d}\PROGRAM FILES (X86)\MICROSOFT\EDGE\APPLICATION\MSEDGE.EXE
2024-02-11 03:45:48,\VOLUME{01da548a92ca424f-2492e71d}\PROGRAM FILES (X86)\MICROSOFT\EDGE\APPLICATION\MSEDGE.EXE
2024-02-05 03:40:27,\VOLUME{01da548a92ca424f-2492e71d}\PROGRAM FILES (X86)\MICROSOFT\EDGE\APPLICATION\MSEDGE.EXE
2024-02-11 03:54:47,\VOLUME{01da548a92ca424f-2492e71d}\PROGRAM FILES (X86)\MICROSOFT\EDGE\APPLICATION\MSEDGE.EXE
2024-02-11 03:45:47,\VOLUME{01da548a92ca424f-2492e71d}\PROGRAM FILES (X86)\MICROSOFT\EDGE\APPLICATION\MSEDGE.EXE
2024-02-05 03:40:31,\VOLUME{01da548a92ca424f-2492e71d}\PROGRAM FILES (X86)\MICROSOFT\EDGE\APPLICATION\MSEDGE.EXE
2024-02-05 03:40:03,\VOLUME{01da548a92ca424f-2492e71d}\PROGRAM FILES (X86)\MICROSOFT\EDGE\APPLICATION\MSEDGE.EXE
2024-02-12 04:40:16,\VOLUME{01da548a92ca424f-2492e71d}\PROGRAM FILES (X86)\MICROSOFT\EDGE\APPLICATION\MSEDGE.EXE
2024-02-11 03:45:47,\VOLUME{01da548a92ca424f-2492e71d}\PROGRAM FILES (X86)\MICROSOFT\EDGE\APPLICATION\MSEDGE.EXE
2024-02-05 03:40:31,\VOLUME{01da548a92ca424f-2492e71d}\PROGRAM FILES (X86)\MICROSOFT\EDGE\APPLICATION\MSEDGE.EXE
2024-02-05 03:40:03,\VOLUME{01da548a92ca424f-2492e71d}\PROGRAM FILES (X86)\MICROSOFT\EDGE\APPLICATION\MSEDGE.EXE
2024-02-12 04:40:16,\VOLUME{01da548a92ca424f-2492e71d}\PROGRAM FILES (X86)\MICROSOFT\EDGE\APPLICATION\MSEDGE.EXE
2024-02-11 03:54:47,\VOLUME{01da548a92ca424f-2492e71d}\PROGRAM FILES (X86)\MICROSOFT\EDGE\APPLICATION\MSEDGE.EXE
2024-02-11 03:54:45,\VOLUME{01da548a92ca424f-2492e71d}\PROGRAM FILES (X86)\MICROSOFT\EDGE\APPLICATION\MSEDGE.EXE
2024-02-11 03:45:47,\VOLUME{01da548a92ca424f-2492e71d}\PROGRAM FILES (X86)\MICROSOFT\EDGE\APPLICATION\MSEDGE.EXE
2024-02-05 03:40:31,\VOLUME{01da548a92ca424f-2492e71d}\PROGRAM FILES (X86)\MICROSOFT\EDGE\APPLICATION\MSEDGE.EXE
2024-02-05 03:40:03,\VOLUME{01da548a92ca424f-2492e71d}\PROGRAM FILES (X86)\MICROSOFT\EDGE\APPLICATION\MSEDGE.EXE
2024-02-05 03:36:08,\VOLUME{01da548a92ca424f-2492e71d}\PROGRAM FILES (X86)\MICROSOFT\EDGE\APPLICATION\MSEDGE.EXE
2024-02-05 03:36:08,\VOLUME{01da548a92ca424f-2492e71d}\PROGRAM FILES (X86)\MICROSOFT\EDGE\APPLICATION\MSEDGE.EXE
2024-02-12 04:50:17,\VOLUME{01da548a92ca424f-2492e71d}\PROGRAM FILES (X86)\MICROSOFT\EDGE\APPLICATION\MSEDGE.EXE
2024-02-12 04:40:28,\VOLUME{01da548a92ca424f-2492e71d}\PROGRAM FILES (X86)\MICROSOFT\EDGE\APPLICATION\MSEDGE.EXE
2024-02-11 03:55:17,\VOLUME{01da548a92ca424f-2492e71d}\PROGRAM FILES (X86)\MICROSOFT\EDGE\APPLICATION\MSEDGE.EXE
2024-02-11 03:55:17,\VOLUME{01da548a92ca424f-2492e71d}\PROGRAM FILES (X86)\MICROSOFT\EDGE\APPLICATION\MSEDGE.EXE
2024-02-11 03:45:47,\VOLUME{01da548a92ca424f-2492e71d}\PROGRAM FILES (X86)\MICROSOFT\EDGE\APPLICATION\MSEDGE.EXE
2024-02-11 03:45:55,\VOLUME{01da548a92ca424f-2492e71d}\PROGRAM FILES (X86)\MICROSOFT\EDGE\APPLICATION\MSEDGE.EXE
2024-02-04 19:01:52,\VOLUME{01da548a92ca424f-2492e71d}\PROGRAM FILES (X86)\MICROSOFT\EDGE\APPLICATION\MSEDGE.EXE
2024-02-05 03:50:31,\VOLUME{01da548a92ca424f-2492e71d}\PROGRAM FILES (X86)\MICROSOFT\EDGE\APPLICATION\MSEDGE.EXE
2024-02-12 04:47:20,\VOLUME{01da548a92ca424f-2492e71d}\PROGRAM FILES (X86)\MICROSOFT\EDGEWEBVIEW\APPLICATION\121.0.2277.106\MSEDGEWEBVIEW2.EXE
2024-02-12 04:47:21,\VOLUME{01da548a92ca424f-2492e71d}\PROGRAM FILES (X86)\MICROSOFT\EDGEWEBVIEW\APPLICATION\121.0.2277.106\MSEDGEWEBVIEW2.EXE
2024-02-12 04:47:21,\VOLUME{01da548a92ca424f-2492e71d}\PROGRAM FILES (X86)\MICROSOFT\EDGEWEBVIEW\APPLICATION\121.0.2277.106\MSEDGEWEBVIEW2.EXE
2024-02-12 04:47:21,\VOLUME{01da548a92ca424f-2492e71d}\PROGRAM FILES (X86)\MICROSOFT\EDGEWEBVIEW\APPLICATION\121.0.2277.106\MSEDGEWEBVIEW2.EXE
2024-02-12 04:47:20,\VOLUME{01da548a92ca424f-2492e71d}\PROGRAM FILES (X86)\MICROSOFT\EDGEWEBVIEW\APPLICATION\121.0.2277.106\MSEDGEWEBVIEW2.EXE
2024-02-12 04:47:21,\VOLUME{01da548a92ca424f-2492e71d}\PROGRAM FILES (X86)\MICROSOFT\EDGEWEBVIEW\APPLICATION\121.0.2277.106\MSEDGEWEBVIEW2.EXE
2024-02-12 04:56:07,\VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\MICROSOFT.NET\FRAMEWORK64\V4.0.30319\NGEN.EXE
2024-02-11 03:47:18,\VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\MICROSOFT.NET\FRAMEWORK64\V4.0.30319\NGEN.EXE
2024-02-11 03:46:12,\VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\MICROSOFT.NET\FRAMEWORK64\V4.0.30319\NGEN.EXE
2024-02-05 03:41:57,\VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\MICROSOFT.NET\FRAMEWORK64\V4.0.30319\NGEN.EXE
2024-02-05 03:35:09,\VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\MICROSOFT.NET\FRAMEWORK64\V4.0.30319\NGEN.EXE
2024-02-03 00:07:04,\VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\MICROSOFT.NET\FRAMEWORK64\V4.0.30319\NGEN.EXE
2024-02-02 23:58:31,\VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\MICROSOFT.NET\FRAMEWORK64\V4.0.30319\NGEN.EXE
2024-02-02 23:58:31,\VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\MICROSOFT.NET\FRAMEWORK64\V4.0.30319\NGEN.EXE
2024-02-12 04:56:32,\VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\MICROSOFT.NET\FRAMEWORK\V4.0.30319\NGEN.EXE
2024-02-11 03:47:18,\VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\MICROSOFT.NET\FRAMEWORK\V4.0.30319\NGEN.EXE
2024-02-05 03:41:57,\VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\MICROSOFT.NET\FRAMEWORK\V4.0.30319\NGEN.EXE
2024-02-05 03:36:02,\VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\MICROSOFT.NET\FRAMEWORK\V4.0.30319\NGEN.EXE
2024-02-03 00:07:10,\VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\MICROSOFT.NET\FRAMEWORK\V4.0.30319\NGEN.EXE
2024-02-02 23:58:31,\VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\MICROSOFT.NET\FRAMEWORK\V4.0.30319\NGEN.EXE
2024-02-02 23:58:31,\VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\MICROSOFT.NET\FRAMEWORK\V4.0.30319\NGEN.EXE
2024-02-02 23:58:31,\VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\MICROSOFT.NET\FRAMEWORK\V4.0.30319\NGEN.EXE
2024-02-12 04:56:33,\VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\MICROSOFT.NET\FRAMEWORK64\V4.0.30319\NGENTASK.EXE
2024-02-12 04:54:41,\VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\MICROSOFT.NET\FRAMEWORK64\V4.0.30319\NGENTASK.EXE
2024-02-12 04:56:33,\VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\MICROSOFT.NET\FRAMEWORK\V4.0.30319\NGENTASK.EXE
2024-02-11 03:53:36,\VOLUME{01da548a92ca424f-2492e71d}\PROGRAMDATA\MICROSOFT\WINDOWS DEFENDER\PLATFORM\4.18.23110.3-0\NISSRV.EXE
2024-02-05 03:39:33,\VOLUME{01da548a92ca424f-2492e71d}\PROGRAMDATA\MICROSOFT\WINDOWS DEFENDER\PLATFORM\4.18.23110.3-0\NISSRV.EXE
2024-02-02 23:57:46,\VOLUME{01da548a92ca424f-2492e71d}\PROGRAMDATA\MICROSOFT\WINDOWS DEFENDER\PLATFORM\4.18.23110.3-0\NISSRV.EXE
2024-02-11 03:57:39,\VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\NOTEPAD.EXE
2024-02-11 03:57:36,\VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\NOTEPAD.EXE
2024-02-12 04:40:14,\VOLUME{01da548a92ca424f-2492e71d}\USERS\WOCSA\APPDATA\LOCAL\MICROSOFT\ONEDRIVE\ONEDRIVE.EXE
2024-02-11 03:54:43,\VOLUME{01da548a92ca424f-2492e71d}\USERS\WOCSA\APPDATA\LOCAL\MICROSOFT\ONEDRIVE\ONEDRIVE.EXE
2024-02-11 03:46:19,\VOLUME{01da548a92ca424f-2492e71d}\USERS\WOCSA\APPDATA\LOCAL\MICROSOFT\ONEDRIVE\ONEDRIVE.EXE
2024-02-05 03:39:45,\VOLUME{01da548a92ca424f-2492e71d}\USERS\WOCSA\APPDATA\LOCAL\MICROSOFT\ONEDRIVE\ONEDRIVE.EXE
2024-02-05 03:33:38,\VOLUME{01da548a92ca424f-2492e71d}\USERS\WOCSA\APPDATA\LOCAL\MICROSOFT\ONEDRIVE\ONEDRIVE.EXE
2024-02-05 03:33:05,\VOLUME{01da548a92ca424f-2492e71d}\USERS\WOCSA\APPDATA\LOCAL\MICROSOFT\ONEDRIVE\ONEDRIVE.EXE
2024-02-02 23:57:30,\VOLUME{01da548a92ca424f-2492e71d}\USERS\WOCSA\APPDATA\LOCAL\MICROSOFT\ONEDRIVE\ONEDRIVE.EXE
2024-01-31 13:50:13,\VOLUME{01da548a92ca424f-2492e71d}\USERS\WOCSA\APPDATA\LOCAL\MICROSOFT\ONEDRIVE\ONEDRIVE.EXE
2024-02-11 03:46:05,\VOLUME{01da548a92ca424f-2492e71d}\USERS\WOCSA\APPDATA\LOCAL\MICROSOFT\ONEDRIVE\UPDATE\ONEDRIVESETUP.EXE
2024-02-11 03:46:04,\VOLUME{01da548a92ca424f-2492e71d}\USERS\WOCSA\APPDATA\LOCAL\MICROSOFT\ONEDRIVE\UPDATE\ONEDRIVESETUP.EXE
2024-02-05 03:33:17,\VOLUME{01da548a92ca424f-2492e71d}\USERS\WOCSA\APPDATA\LOCAL\MICROSOFT\ONEDRIVE\UPDATE\ONEDRIVESETUP.EXE
2024-02-05 03:33:16,\VOLUME{01da548a92ca424f-2492e71d}\USERS\WOCSA\APPDATA\LOCAL\MICROSOFT\ONEDRIVE\UPDATE\ONEDRIVESETUP.EXE
2024-02-02 23:57:17,\VOLUME{01da548a92ca424f-2492e71d}\USERS\WOCSA\APPDATA\LOCAL\MICROSOFT\ONEDRIVE\UPDATE\ONEDRIVESETUP.EXE
2024-02-02 23:57:16,\VOLUME{01da548a92ca424f-2492e71d}\USERS\WOCSA\APPDATA\LOCAL\MICROSOFT\ONEDRIVE\UPDATE\ONEDRIVESETUP.EXE
2024-01-31 13:50:01,\VOLUME{01da548a92ca424f-2492e71d}\USERS\WOCSA\APPDATA\LOCAL\MICROSOFT\ONEDRIVE\UPDATE\ONEDRIVESETUP.EXE
2024-01-31 13:50:09,\VOLUME{01da548a92ca424f-2492e71d}\USERS\WOCSA\APPDATA\LOCAL\MICROSOFT\ONEDRIVE\UPDATE\ONEDRIVESETUP.EXE
2024-02-11 03:45:57,\VOLUME{01da548a92ca424f-2492e71d}\PROGRAM FILES\WINDOWSAPPS\MICROSOFT.YOURPHONE_1.23122.73.0_X64__8WEKYB3D8BBWE\PHONEEXPERIENCEHOST.EXE
2024-02-04 19:01:53,\VOLUME{01da548a92ca424f-2492e71d}\PROGRAM FILES\WINDOWSAPPS\MICROSOFT.YOURPHONE_1.23122.73.0_X64__8WEKYB3D8BBWE\PHONEEXPERIENCEHOST.EXE
2024-02-04 19:01:39,\VOLUME{01da548a92ca424f-2492e71d}\PROGRAM FILES\WINDOWSAPPS\MICROSOFT.YOURPHONE_1.23122.73.0_X64__8WEKYB3D8BBWE\PHONEEXPERIENCEHOST.EXE
2024-02-11 03:49:35,\VOLUME{01da548a92ca424f-2492e71d}\USERS\WOCSA\APPDATA\LOCAL\MICROSOFTGREENXTFG\PYTHON.EXE
2024-02-12 04:50:05,\VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\RUNDLL32.EXE
2024-02-11 04:02:54,\VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\RUNDLL32.EXE
2024-02-12 04:47:40,\VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\RUNDLL32.EXE
2024-02-11 03:57:33,\VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\RUNDLL32.EXE
2024-02-11 03:47:50,\VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\RUNDLL32.EXE
2024-02-12 04:54:41,\VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\RUNDLL32.EXE
2024-02-05 03:56:28,\VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\RUNDLL32.EXE
2024-02-11 03:54:37,\VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\RUNTIMEBROKER.EXE
2024-02-11 03:46:03,\VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\RUNTIMEBROKER.EXE
2024-02-05 03:34:41,\VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\RUNTIMEBROKER.EXE
2024-02-11 03:54:35,\VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\RUNTIMEBROKER.EXE
2024-02-11 03:50:26,\VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\RUNTIMEBROKER.EXE
2024-02-05 03:35:17,\VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\RUNTIMEBROKER.EXE
2024-02-11 03:54:32,\VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\RUNTIMEBROKER.EXE
2024-02-11 03:50:22,\VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\RUNTIMEBROKER.EXE
2024-02-05 03:49:46,\VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\RUNTIMEBROKER.EXE
2024-02-05 03:41:56,\VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\RUNTIMEBROKER.EXE
2024-02-05 03:36:25,\VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\RUNTIMEBROKER.EXE
2024-02-02 16:23:22,\VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\RUNTIMEBROKER.EXE
2024-02-12 04:40:03,\VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\RUNTIMEBROKER.EXE
2024-02-11 03:54:34,\VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\RUNTIMEBROKER.EXE
2024-02-04 19:01:45,\VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\RUNTIMEBROKER.EXE
2024-02-12 05:10:01,\VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\RUNTIMEBROKER.EXE
2024-02-12 04:41:05,\VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\RUNTIMEBROKER.EXE
2024-02-11 04:01:23,\VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\RUNTIMEBROKER.EXE
2024-02-11 03:53:08,\VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\RUNTIMEBROKER.EXE
2024-02-11 03:50:23,\VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\RUNTIMEBROKER.EXE
2024-02-05 03:51:57,\VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\RUNTIMEBROKER.EXE
2024-02-05 03:42:26,\VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\RUNTIMEBROKER.EXE
2024-02-05 03:36:25,\VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\RUNTIMEBROKER.EXE
2024-02-12 04:40:02,\VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\RUNTIMEBROKER.EXE
2024-02-11 03:53:36,\VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\RUNTIMEBROKER.EXE
2024-02-11 03:45:36,\VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\RUNTIMEBROKER.EXE
2024-02-05 03:39:32,\VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\RUNTIMEBROKER.EXE
2024-02-05 03:32:53,\VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\RUNTIMEBROKER.EXE
2024-02-02 16:23:20,\VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\RUNTIMEBROKER.EXE
2024-02-12 04:45:21,\VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\RUNTIMEBROKER.EXE
2024-02-11 04:01:11,\VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\RUNTIMEBROKER.EXE
2024-02-12 05:10:01,\VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\RUNTIMEBROKER.EXE
2024-02-12 04:41:05,\VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\RUNTIMEBROKER.EXE
2024-02-11 03:54:33,\VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\RUNTIMEBROKER.EXE
2024-02-11 03:50:22,\VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\RUNTIMEBROKER.EXE
2024-02-05 03:41:56,\VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\RUNTIMEBROKER.EXE
2024-02-05 03:36:25,\VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\RUNTIMEBROKER.EXE
2024-02-05 03:35:02,\VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\RUNTIMEBROKER.EXE
2024-02-12 04:40:02,\VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\RUNTIMEBROKER.EXE
2024-02-04 19:01:35,\VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\RUNTIMEBROKER.EXE
2024-02-02 15:55:50,\VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\RUNTIMEBROKER.EXE
2024-02-02 15:52:53,\VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\RUNTIMEBROKER.EXE
2024-02-02 15:37:53,\VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\RUNTIMEBROKER.EXE
2024-02-02 15:32:30,\VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\RUNTIMEBROKER.EXE
2024-02-02 15:26:38,\VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\RUNTIMEBROKER.EXE
2024-02-02 15:22:53,\VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\RUNTIMEBROKER.EXE
2024-02-03 00:07:20,\VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\RUNTIMEBROKER.EXE
2024-02-03 00:00:33,\VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\RUNTIMEBROKER.EXE
2024-02-12 05:10:01,\VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\RUNTIMEBROKER.EXE
2024-02-12 04:41:05,\VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\RUNTIMEBROKER.EXE
2024-02-11 04:00:52,\VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\RUNTIMEBROKER.EXE
2024-02-11 03:55:22,\VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\RUNTIMEBROKER.EXE
2024-02-11 03:54:20,\VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\RUNTIMEBROKER.EXE
2024-02-11 03:50:23,\VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\RUNTIMEBROKER.EXE
2024-02-05 03:51:57,\VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\RUNTIMEBROKER.EXE
2024-02-05 03:42:26,\VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\RUNTIMEBROKER.EXE
2024-02-05 03:39:32,\VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEMAPPS\MICROSOFT.WINDOWS.SEARCH_CW5N1H2TXYEWY\SEARCHAPP.EXE
2024-02-05 03:32:53,\VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEMAPPS\MICROSOFT.WINDOWS.SEARCH_CW5N1H2TXYEWY\SEARCHAPP.EXE
2024-02-02 16:23:21,\VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEMAPPS\MICROSOFT.WINDOWS.SEARCH_CW5N1H2TXYEWY\SEARCHAPP.EXE
2024-02-12 04:40:02,\VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEMAPPS\MICROSOFT.WINDOWS.SEARCH_CW5N1H2TXYEWY\SEARCHAPP.EXE
2024-02-04 19:01:35,\VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEMAPPS\MICROSOFT.WINDOWS.SEARCH_CW5N1H2TXYEWY\SEARCHAPP.EXE
2024-02-02 23:56:53,\VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEMAPPS\MICROSOFT.WINDOWS.SEARCH_CW5N1H2TXYEWY\SEARCHAPP.EXE
2024-01-31 13:48:27,\VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEMAPPS\MICROSOFT.WINDOWS.SEARCH_CW5N1H2TXYEWY\SEARCHAPP.EXE
2024-02-12 04:41:34,\VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\SEARCHFILTERHOST.EXE
2024-02-11 03:57:37,\VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\SEARCHFILTERHOST.EXE
2024-02-11 03:47:45,\VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\SEARCHFILTERHOST.EXE
2024-02-05 03:50:42,\VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\SEARCHFILTERHOST.EXE
2024-02-05 03:36:58,\VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\SEARCHFILTERHOST.EXE
2024-02-05 03:34:42,\VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\SEARCHFILTERHOST.EXE
2024-02-02 16:25:17,\VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\SEARCHFILTERHOST.EXE
2024-02-02 16:17:49,\VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\SEARCHFILTERHOST.EXE
2024-02-12 04:41:34,\VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\SEARCHPROTOCOLHOST.EXE
2024-02-11 03:57:36,\VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\SEARCHPROTOCOLHOST.EXE
2024-02-05 03:50:42,\VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\SEARCHPROTOCOLHOST.EXE
2024-02-05 03:36:58,\VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\SEARCHPROTOCOLHOST.EXE
2024-02-02 16:25:17,\VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\SEARCHPROTOCOLHOST.EXE
2024-02-02 16:17:49,\VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\SEARCHPROTOCOLHOST.EXE
