Id,Timestamp,ExeInfo,ExeInfoDescription,ExeTimestamp,SidType,Sid,UserName,UserId,AppId,EndTime,DurationMs
145,2024-01-31 21:20:00,svchost.exe,[netsvcs] [Themes],07/18/2037 06:45:20 +00:00,LocalSystem,S-1-5-18,,4,19,2024-01-31 21:19:46,3614182
146,2024-01-31 21:20:00,dwm.exe,,02/23/2052 03:26:10 +00:00,UnknownOrUserSid,S-1-5-90-0-1,,26,25,2024-01-31 21:19:46,3614182
147,2024-01-31 21:20:00,svchost.exe,[LocalServiceNetworkRestricted],07/18/2037 06:45:20 +00:00,LocalService,S-1-5-19,,6,13,2024-01-31 21:19:46,3614182
148,2024-01-31 21:20:00,oobeldr.exe,,12/02/2101 02:02:13 +00:00,LocalSystem,S-1-5-18,,4,189,2024-01-31 12:20:00,13859
149,2024-01-31 21:20:00,svchost.exe,,07/18/2037 06:45:20 +00:00,NetworkService,S-1-5-20,,10,77,2024-01-31 12:28:00,133837
150,2024-01-31 21:20:00,Microsoft.Windows.CloudExperienceHost_10.0.19041.1_neutral_neutral_cw5n1h2txyewy!App!WWAHost.exe!2008/06/09:04:53:54!f5b71!,,,UnknownOrUserSid,S-1-5-21-2721248628-1569757453-3149710431-1000,,161,190,2024-01-31 12:21:00,59391
151,2024-01-31 21:20:00,svchost.exe,[LocalService] [CDPSvc],07/18/2037 06:45:20 +00:00,LocalService,S-1-5-19,,6,191,2024-01-31 13:20:00,3613230
152,2024-01-31 21:20:00,rundll32.exe,,05/02/2031 06:41:35 +00:00,UnknownOrUserSid,S-1-5-21-2721248628-1569757453-3149710431-1000,,161,192,2024-01-31 12:21:00,73250
153,2024-01-31 21:20:00,smss.exe,,02/09/2059 04:37:19 +00:00,LocalSystem,S-1-5-18,,4,49,2024-01-31 13:20:00,193228
154,2024-01-31 21:20:00,taskhostw.exe,,11/14/2071 16:29:56 +00:00,LocalSystem,S-1-5-18,,4,193,2024-01-31 13:20:00,1933224
155,2024-01-31 21:20:00,SearchProtocolHost.exe,,01/19/2007 20:09:00 +00:00,LocalSystem,S-1-5-18,,4,194,2024-01-31 13:20:00,3613230
156,2024-01-31 21:20:00,NisSrv.exe,,04/04/2101 04:48:54 +00:00,LocalService,S-1-5-19,,6,74,2024-01-31 13:20:00,3419994
157,2024-01-31 21:20:00,svchost.exe,,07/18/2037 06:45:20 +00:00,LocalService,S-1-5-19,,6,77,2024-01-31 12:22:00,133228
