Note,SourceFilename,SourceCreated,SourceModified,SourceAccessed,ExecutableName,Hash,Size,Version,RunCount,LastRun,PreviousRun0,PreviousRun1,PreviousRun2,PreviousRun3,PreviousRun4,PreviousRun5,PreviousRun6,Volume0Name,Volume0Serial,Volume0Created,Volume1Name,Volume1Serial,Volume1Created,Directories,FilesLoaded,ParsingError
,Prefetch\121.0.6167.161_CHROME_INSTALL-741E74E9.pf,2024-02-11 20:14:25,2024-02-10 18:46:44,2024-02-11 20:15:06,121.0.6167.161_CHROME_INSTALL,741E74E9,260614,Windows 10 or Windows 11,1,2024-02-11 03:46:43,,,,,,,,\VOLUME{01da548a92ca424f-2492e71d},2492E71D,2024-01-31 21:15:10,,,,"\VOLUME{01da548a92ca424f-2492e71d}\PROGRAM FILES (X86), \VOLUME{01da548a92ca424f-2492e71d}\PROGRAM FILES (X86)\GOOGLE, \VOLUME{01da548a92ca424f-2492e71d}\PROGRAM FILES (X86)\GOOGLE\UPDATE, \VOLUME{01da548a92ca424f-2492e71d}\PROGRAM FILES (X86)\GOOGLE\UPDATE\INSTALL, \VOLUME{01da548a92ca424f-2492e71d}\PROGRAM FILES (X86)\GOOGLE\UPDATE\INSTALL\{234214ED-05DA-4F9A-A91E-15DA336527CF}, \VOLUME{01da548a92ca424f-2492e71d}\PROGRAM FILES (X86)\GOOGLE\UPDATE\INSTALL\{234214ED-05DA-4F9A-A91E-15DA336527CF}\CR_C3A44.TMP, \VOLUME{01da548a92ca424f-2492e71d}\WINDOWS, \VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\GLOBALIZATION, \VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\GLOBALIZATION\SORTING, \VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32","\VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\NTDLL.DLL, \VOLUME{01da548a92ca424f-2492e71d}\PROGRAM FILES (X86)\GOOGLE\UPDATE\INSTALL\{234214ED-05DA-4F9A-A91E-15DA336527CF}\121.0.6167.161_CHROME_INSTALLER.EXE, \VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\KERNEL32.DLL, \VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\KERNELBASE.DLL, \VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\LOCALE.NLS, \VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\ADVAPI32.DLL, \VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\MSVCRT.DLL, \VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\SECHOST.DLL, \VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\RPCRT4.DLL, \VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\BCRYPT.DLL, \VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\SHELL32.DLL, \VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\MSVCP_WIN.DLL, \VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\UCRTBASE.DLL, \VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\USER32.DLL, \VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\WIN32U.DLL, \VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\GDI32.DLL, \VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\GDI32FULL.DLL, \VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\CRYPTBASE.DLL, \VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\IMM32.DLL, \VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\SHCORE.DLL, \VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\COMBASE.DLL, \VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\GLOBALIZATION\SORTING\SORTDEFAULT.NLS, \VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\BCRYPTPRIMITIVES.DLL, \VOLUME{01da548a92ca424f-2492e71d}\PROGRAM FILES (X86)\GOOGLE\UPDATE\INSTALL\{234214ED-05DA-4F9A-A91E-15DA336527CF}\CR_C3A44.TMP\CHROME.PACKED.7Z",False
,Prefetch\APPLICATIONFRAMEHOST.EXE-CCEEF759.pf,2024-02-11 20:14:25,2024-02-11 19:40:56,2024-02-11 20:15:06,APPLICATIONFRAMEHOST.EXE,CCEEF759,83958,Windows 10 or Windows 11,6,2024-02-12 04:40:45,2024-02-11 03:55:02,2024-02-11 03:49:14,2024-02-05 03:39:47,2024-02-02 16:23:29,2024-02-02 15:58:20,,,\VOLUME{01da548a92ca424f-2492e71d},2492E71D,2024-01-31 21:15:10,,,,"\VOLUME{01da548a92ca424f-2492e71d}\WINDOWS, \VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\FONTS, \VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\GLOBALIZATION, \VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\GLOBALIZATION\SORTING, \VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\IMMERSIVECONTROLPANEL, \VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\IMMERSIVECONTROLPANEL\IMAGES, \VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32, \VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\EN-US, \VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\WINMETADATA","\VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\NTDLL.DLL, \VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\APPLICATIONFRAMEHOST.EXE, \VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\KERNEL32.DLL, \VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\KERNELBASE.DLL, \VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\LOCALE.NLS, \VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\MSVCRT.DLL, \VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\COMBASE.DLL, \VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\UCRTBASE.DLL, \VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\RPCRT4.DLL, \VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\DXGI.DLL, \VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\WIN32U.DLL, \VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\GDI32.DLL, \VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\GDI32FULL.DLL, \VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\MSVCP_WIN.DLL, \VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\USER32.DLL, \VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\IMM32.DLL, \VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\RPCSS.DLL, \VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\KERNEL.APPCORE.DLL, \VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\BCRYPTPRIMITIVES.DLL, \VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\CLBCATQ.DLL, \VOLUME{01da548a92ca424f-2492e71d}\$MFT, \VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\APPLICATIONFRAME.DLL, \VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\SHCORE.DLL, \VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\SHLWAPI.DLL, \VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\PROPSYS.DLL, \VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\OLEAUT32.DLL, \VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\UXTHEME.DLL, \VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\TWINAPI.APPCORE.DLL, \VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\DEVOBJ.DLL, \VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\BCP47MRM.DLL, \VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\SECHOST.DLL, \VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\CFGMGR32.DLL, \VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\TWINAPI.DLL, \VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\BCRYPT.DLL, \VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\D2D1.DLL, \VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\D3D11.DLL, \VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\DWMAPI.DLL, \VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\OLE32.DLL, \VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\ONECOREUAPCOMMONPROXYSTUB.DLL, \VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\MSCTF.DLL, \VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\D3D10WARP.DLL, \VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\ADVAPI32.DLL, \VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\RESOURCEPOLICYCLIENT.DLL, \VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\DXCORE.DLL, \VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\DCOMP.DLL, \VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\COREMESSAGING.DLL, \VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\WS2_32.DLL, \VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\EN-US\APPLICATIONFRAME.DLL.MUI, \VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\UIAUTOMATIONCORE.DLL, \VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\GLOBALIZATION\SORTING\SORTDEFAULT.NLS, \VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\SHELL32.DLL, \VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\WINDOWS.STORAGE.DLL, \VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\WLDP.DLL, \VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\PROFAPI.DLL, \VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\WINDOWS.STATEREPOSITORYCORE.DLL, \VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\WINDOWSCODECS.DLL, \VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\WINDOWS.STATEREPOSITORYPS.DLL, \VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\MRMCORER.DLL, \VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\IERTUTIL.DLL, \VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\WINDOWS.UI.DLL, \VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\WINDOWMANAGEMENTAPI.DLL, \VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\INPUTHOST.DLL, \VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\TEXTINPUTFRAMEWORK.DLL, \VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\WINTYPES.DLL, \VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\COREUICOMPONENTS.DLL, \VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\NTMARTA.DLL, \VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\IMMERSIVECONTROLPANEL\IMAGES\SPLASHSCREEN.SCALE-100.PNG, \VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\WIN32KFULL.SYS, \VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\FONTS\STATICCACHE.DAT, \VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\TEXTSHAPING.DLL, \VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\EN-US\KERNELBASE.DLL.MUI, \VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\UIANIMATION.DLL, \VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\EN-US\COMBASE.DLL.MUI, \VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\ROMETADATA.DLL, \VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\WINMETADATA\WINDOWS.FOUNDATION.WINMD, \VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\WINMETADATA\WINDOWS.UI.WINMD, \VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\APPXDEPLOYMENTCLIENT.DLL, \VOLUME{01da548a92ca424f-2492e71d}\PROGRAM FILES\WINDOWSAPPS\MICROSOFT.WINDOWSSTORE_11910.1002.5.0_NEUTRAL_SPLIT.SCALE-100_8WEKYB3D8BBWE\ASSETS\APPTILES\SPLASHSCREEN.SCALE-100.PNG",False
,Prefetch\AUDIODG.EXE-BDFD3029.pf,2024-02-11 20:14:25,2024-02-11 19:45:32,2024-02-11 20:15:06,AUDIODG.EXE,BDFD3029,30662,Windows 10 or Windows 11,7,2024-02-12 04:45:21,2024-02-11 03:59:22,2024-02-11 03:46:24,2024-02-05 03:44:48,2024-02-05 03:33:38,2024-02-03 00:02:35,2024-01-31 13:49:28,,\VOLUME{01da548a92ca424f-2492e71d},2492E71D,2024-01-31 21:15:10,,,,"\VOLUME{01da548a92ca424f-2492e71d}\WINDOWS, \VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\GLOBALIZATION, \VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\GLOBALIZATION\SORTING, \VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32, \VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\DRIVERS, \VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\EN-US","\VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\NTDLL.DLL, \VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\AUDIODG.EXE, \VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\KERNEL32.DLL, \VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\KERNELBASE.DLL, \VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\LOCALE.NLS, \VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\UCRTBASE.DLL, \VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\CFGMGR32.DLL, \VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\COMBASE.DLL, \VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\RPCRT4.DLL, \VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\MMDEVAPI.DLL, \VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\MSVCP_WIN.DLL, \VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\SECHOST.DLL, \VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\BCRYPT.DLL, \VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\DEVOBJ.DLL, \VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\SHCORE.DLL, \VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\MSVCRT.DLL, \VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\RPCSS.DLL, \VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\KERNEL.APPCORE.DLL, \VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\BCRYPTPRIMITIVES.DLL, \VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\USER32.DLL, \VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\WIN32U.DLL, \VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\GDI32.DLL, \VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\GDI32FULL.DLL, \VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\EN-US\AUDIODG.EXE.MUI, \VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\CLBCATQ.DLL, \VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\AUDIOSES.DLL, \VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\OLEAUT32.DLL, \VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\ADVAPI32.DLL, \VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\POWRPROF.DLL, \VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\OLE32.DLL, \VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\UMPDC.DLL, \VOLUME{01da548a92ca424f-2492e71d}\$MFT, \VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\WMALFXGFXDSP.DLL, \VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\GLOBALIZATION\SORTING\SORTDEFAULT.NLS, \VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\AUDIOENG.DLL, \VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\PROPSYS.DLL, \VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\AVRT.DLL, \VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\AUDIOKSE.DLL, \VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\DRIVERS\KS.SYS, \VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\DRIVERS\KSTHUNK.SYS, \VOLUME{01da548a92ca424f-2492e71d}\WINDOWS\SYSTEM32\WINDOWS.MEDIA.DEVICES.DLL",False
